loss,val_loss
0.04021464288234711,0.37003928422927856
0.02391543798148632,0.23342692852020264
0.012024734169244766,0.11859778314828873
0.007337064947932959,0.047167085111141205
0.007904443889856339,0.028165679425001144
0.006265593692660332,0.03371327742934227
0.0036921927239745855,0.04029858112335205
0.0027770409360527992,0.033914558589458466
0.0022750026546418667,0.014290127903223038
0.0010200932156294584,0.0012257928028702736
0.0004898966290056705,0.004542894661426544
0.0004839237954001874,0.007047601509839296
0.00036848842864856124,0.0057409596629440784
0.0004940982908010483,0.006074700970202684
0.0004767868376802653,0.006335375364869833
0.00037954244180582464,0.0045725381933152676
0.0003496154968161136,0.0020554703660309315
0.0002760399947874248,0.0010719819692894816
0.0003031053929589689,0.0010246081510558724
0.00032301314058713615,0.0013565183617174625
0.00032449178979732096,0.0014178737765178084
0.0003078119771089405,0.001470458460971713
0.0002764279779512435,0.0013391366228461266
0.00034512102138251066,0.0017155950190499425
0.00032582093263044953,0.0025019338354468346
0.00030202470952644944,0.002076004631817341
0.0002893201890401542,0.0014256787253543735
0.00029993278440088034,0.0016077341279014945
0.00027168402448296547,0.0018082353053614497
0.0002793847816064954,0.001776386983692646
0.00028868051595054567,0.0012468729401007295
0.0002728644176386297,0.0011940097901970148
0.0002751748252194375,0.0013491872232407331
0.000289257790427655,0.0011503798887133598
0.00029757339507341385,0.001351837650872767
0.00026765785878524184,0.0013233993668109179
0.0002742600336205214,0.0011833314783871174
0.00026701128808781505,0.0012589048128575087
0.00023498511291109025,0.0012113541597500443
0.00023683643667027354,0.0011494882637634873
0.00028219303931109607,0.001134202815592289
0.0002458154922351241,0.001201673410832882
0.0002622452739160508,0.0011968547478318214
0.00024002640566322953,0.0010641923872753978
0.00026351393898949027,0.001178457634523511
0.00026050678570754826,0.001017318689264357
0.00026309635723009706,0.0009909900836646557
0.0002537407272029668,0.0009671913576312363
0.00023848355340305716,0.001005711848847568
0.00026917894138023257,0.000981075456365943
